CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureBand
C03061,Male,0,No,No,70,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),112.46,8024.25,Yes,49m+
C03062,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),119.12,1332.08,Yes,7-12m
C03063,Male,0,No,No,54,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,87.0,4604.61,Yes,49m+
C03064,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,122.64,1285.86,Yes,7-12m
C03065,Male,0,No,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,114.98,355.96,Yes,0-6m
C03066,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,100.1,1320.84,No,13-24m
C03067,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,52.85,2307.0,Yes,25-48m
C03068,Male,1,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),39.84,80.46,No,0-6m
C03069,Male,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),120.16,6920.82,No,49m+
C03070,Female,1,No,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),117.09,5337.39,Yes,25-48m
C03071,Male,0,Yes,No,63,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.98,5548.98,No,49m+
C03072,Male,0,No,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.33,758.88,No,25-48m
C03073,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,115.05,3992.66,Yes,25-48m
C03074,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),130.33,8999.31,Yes,49m+
C03075,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),40.11,1352.25,No,25-48m
C03076,Female,0,Yes,No,8,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,79.52,641.27,Yes,7-12m
C03077,Female,0,No,Yes,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,111.64,4013.35,No,25-48m
C03078,Female,0,No,Yes,59,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,102.49,6105.09,Yes,49m+
C03079,Male,1,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),115.55,337.05,No,0-6m
C03080,Male,0,No,Yes,67,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,111.62,7648.94,Yes,49m+
C03081,Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),100.61,6896.32,No,49m+
C03082,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,122.07,7468.23,No,49m+
C03083,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.1,1805.59,No,25-48m
C03084,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,131.58,1516.73,Yes,7-12m
C03085,Female,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),122.85,4075.98,No,25-48m
C03086,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),130.46,5114.42,No,25-48m
C03087,Male,1,No,No,31,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),93.74,2868.9,No,25-48m
C03088,Male,0,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,106.0,7462.08,No,49m+
C03089,Male,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,113.77,6623.01,Yes,49m+
C03090,Female,1,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.14,1347.9,No,25-48m
C03091,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),124.44,387.81,No,0-6m
C03092,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.76,1395.54,Yes,25-48m
C03093,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.61,2001.94,No,49m+
C03094,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,110.27,7271.33,Yes,49m+
C03095,Female,0,No,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,104.34,5875.2,Yes,49m+
C03096,Male,1,Yes,Yes,61,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),78.6,4686.6,No,49m+
C03097,Female,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,45.24,3258.75,No,49m+
C03098,Female,0,No,No,47,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,82.1,3676.24,No,25-48m
C03099,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.52,311.68,No,0-6m
C03100,Male,0,No,Yes,23,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,125.22,2884.75,No,13-24m
C03101,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.87,582.92,No,7-12m
C03102,Male,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),47.25,2687.91,No,49m+
C03103,Male,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),37.58,662.5,No,13-24m
C03104,Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,118.98,6264.26,No,49m+
C03105,Female,0,Yes,Yes,59,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,104.69,5891.68,Yes,49m+
C03106,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,134.69,5897.67,No,25-48m
C03107,Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,95.69,372.68,No,0-6m
C03108,Female,0,Yes,Yes,25,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),92.49,2360.64,No,25-48m
C03109,Female,1,Yes,No,24,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.42,2573.65,No,13-24m
C03110,Female,1,Yes,No,27,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.97,2200.79,Yes,25-48m
C03111,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,112.77,1297.82,Yes,7-12m
C03112,Female,1,No,No,29,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.76,2118.86,No,25-48m
C03113,Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.94,321.72,No,7-12m
C03114,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,112.09,461.36,No,0-6m
C03115,Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),94.14,2636.85,No,25-48m
C03116,Male,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),95.27,587.97,Yes,0-6m
C03117,Male,0,Yes,No,56,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),62.96,3616.89,Yes,49m+
C03118,Female,0,No,Yes,8,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),103.65,832.63,Yes,7-12m
C03119,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.08,919.46,Yes,13-24m
C03120,Male,1,No,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),113.09,5331.88,No,25-48m
C03121,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),128.44,1751.58,Yes,13-24m
C03122,Female,1,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),88.38,4883.12,No,49m+
C03123,Female,0,No,No,35,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),113.45,4144.49,No,25-48m
C03124,Male,1,No,Yes,51,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.03,5558.06,Yes,49m+
C03125,Male,1,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.49,725.09,Yes,13-24m
C03126,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,132.11,1030.3,Yes,7-12m
C03127,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,117.61,8115.7,No,49m+
C03128,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,122.02,8034.48,No,49m+
C03129,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,136.72,9890.98,No,49m+
C03130,Female,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),96.59,6297.61,No,49m+
C03131,Female,0,Yes,Yes,28,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),94.02,2755.47,Yes,25-48m
C03132,Female,0,Yes,No,26,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.5,2732.22,Yes,25-48m
C03133,Female,0,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,117.84,4838.12,No,25-48m
C03134,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),99.05,1954.62,No,13-24m
C03135,Female,0,No,No,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,121.41,9075.14,No,49m+
C03136,Female,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,111.53,7384.6,Yes,49m+
C03137,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,124.86,7657.87,No,49m+
C03138,Female,0,No,No,71,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.29,8126.43,Yes,49m+
C03139,Female,0,Yes,No,9,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),108.65,972.6,Yes,7-12m
C03140,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),43.45,341.32,No,7-12m
C03141,Male,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,50.84,2384.67,No,25-48m
C03142,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),133.4,2422.18,No,13-24m
C03143,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),99.31,5812.64,Yes,49m+
C03144,Male,0,Yes,Yes,4,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,86.19,339.6,No,0-6m
C03145,Female,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),130.45,129.67,Yes,0-6m
C03146,Male,1,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),139.44,3155.48,No,13-24m
C03147,Male,0,No,Yes,71,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),106.53,7381.25,No,49m+
C03148,Female,0,No,No,29,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),111.8,3206.73,No,25-48m
C03149,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,117.38,3473.15,No,25-48m
C03150,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),110.58,1280.45,Yes,7-12m
C03151,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.79,2808.27,Yes,49m+
C03152,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,95.82,1161.78,No,7-12m
C03153,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,41.07,2273.54,No,49m+
C03154,Male,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),109.64,1102.55,No,7-12m
C03155,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,99.92,4448.52,No,25-48m
C03156,Male,1,No,No,60,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),100.68,5927.12,Yes,49m+
C03157,Male,1,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,125.33,2790.64,Yes,13-24m
C03158,Female,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.37,2302.46,No,49m+
C03159,Female,0,Yes,No,23,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,92.32,2108.69,Yes,13-24m
C03160,Male,0,Yes,No,49,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),105.6,5385.24,No,49m+
C03161,Female,0,No,No,51,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),103.98,5490.49,Yes,49m+
C03162,Male,0,No,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.25,2476.73,No,49m+
C03163,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,147.8,7183.74,No,49m+
C03164,Male,1,Yes,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,99.18,1052.32,Yes,7-12m
C03165,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,44.0,2514.28,Yes,49m+
C03166,Female,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,130.18,3766.82,No,25-48m
C03167,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,43.97,873.16,No,13-24m
C03168,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.19,1334.21,No,25-48m
C03169,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,125.4,244.44,Yes,0-6m
C03170,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,125.18,4603.04,No,25-48m
C03171,Male,0,No,Yes,33,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,105.9,3664.45,Yes,25-48m
C03172,Female,1,Yes,No,43,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),99.45,4202.77,No,25-48m
C03173,Female,0,Yes,Yes,44,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,124.06,5631.8,No,25-48m
C03174,Female,1,Yes,No,32,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,131.87,4323.19,Yes,25-48m
C03175,Male,0,No,No,41,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),113.19,4864.7,No,25-48m
C03176,Male,1,Yes,Yes,59,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.07,4785.98,Yes,49m+
C03177,Female,0,No,Yes,27,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),95.54,2659.3,No,25-48m
C03178,Male,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,113.94,2070.17,Yes,13-24m
C03179,Female,0,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,122.5,7096.9,Yes,49m+
C03180,Male,0,Yes,Yes,50,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),109.56,5448.85,No,49m+
C03181,Male,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,94.41,5685.03,Yes,49m+
C03182,Male,0,No,Yes,51,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,123.13,6556.78,No,49m+
C03183,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,122.23,3936.72,No,25-48m
C03184,Female,1,No,No,16,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.9,1506.65,Yes,13-24m
C03185,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,50.36,1127.32,Yes,13-24m
C03186,Male,1,Yes,No,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,90.14,553.37,No,0-6m
C03187,Male,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,101.18,5313.47,Yes,49m+
C03188,Female,0,No,No,25,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.91,2715.04,Yes,25-48m
C03189,Female,0,Yes,No,8,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.55,634.99,No,7-12m
C03190,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),51.07,917.1,No,13-24m
C03191,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,123.93,3176.28,Yes,25-48m
C03192,Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),103.42,1581.32,Yes,13-24m
C03193,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,38.72,1373.6,No,25-48m
C03194,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),44.56,270.76,No,0-6m
C03195,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,111.84,329.88,Yes,0-6m
C03196,Male,0,No,No,22,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.35,2021.36,Yes,13-24m
C03197,Female,0,No,No,5,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.78,448.93,Yes,0-6m
C03198,Male,0,No,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),116.42,7946.44,No,49m+
C03199,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,119.83,6134.62,No,49m+
C03200,Female,0,No,No,53,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),96.57,4932.08,No,49m+
C03201,Male,0,No,No,55,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),97.99,5514.39,No,49m+
C03202,Female,1,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,125.88,3165.83,No,25-48m
C03203,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),122.31,5120.24,Yes,25-48m
C03204,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),131.55,4127.22,No,25-48m
C03205,Male,1,No,Yes,38,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),112.49,4135.27,No,25-48m
C03206,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.48,2257.95,No,49m+
C03207,Male,0,No,Yes,71,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,119.02,8100.1,No,49m+
C03208,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),40.36,242.42,No,0-6m
C03209,Female,0,No,No,43,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.53,3973.07,Yes,25-48m
C03210,Male,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,100.62,2201.67,Yes,13-24m
C03211,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.01,1940.54,Yes,25-48m
C03212,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),97.93,3262.11,Yes,25-48m
C03213,Female,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),112.21,4771.8,Yes,25-48m
C03214,Female,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.2,151.37,No,0-6m
C03215,Male,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.96,2254.65,No,49m+
C03216,Male,0,No,Yes,56,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),101.25,5563.98,Yes,49m+
C03217,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,112.54,1898.55,Yes,13-24m
C03218,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.9,1386.55,Yes,25-48m
C03219,Female,1,No,No,43,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.59,3522.27,Yes,25-48m
C03220,Female,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,126.57,8601.51,Yes,49m+
C03221,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),53.0,2073.38,No,25-48m
C03222,Female,0,No,Yes,35,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),109.94,3738.74,Yes,25-48m
C03223,Male,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),43.43,2239.34,No,49m+
C03224,Female,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.4,2779.04,No,49m+
C03225,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,120.16,233.48,Yes,0-6m
C03226,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,135.0,3187.41,Yes,13-24m
C03227,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),49.27,1432.7,No,25-48m
C03228,Male,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,40.29,2793.5,No,49m+
C03229,Female,0,Yes,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.73,828.96,No,25-48m
C03230,Female,0,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,127.71,7675.51,Yes,49m+
C03231,Male,1,Yes,Yes,58,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,118.16,6517.58,No,49m+
